,char,dec,hex,freq,rate,acc_rate
5137,篙,31705,0x7bd9,6567,4.897070476393712e-06,0.992217186637142
5138,凹,20985,0x51f9,6565,4.895579058554092e-06,0.9922220822162006
5139,燿,29183,0x71ff,6550,4.884393424756938e-06,0.9922269666096253
5140,譔,35668,0x8b54,6546,4.881410589077698e-06,0.9922318480202144
5141,佾,20350,0x4f7e,6544,4.879919171238077e-06,0.9922367279393856
5142,姤,23012,0x59e4,6538,4.875444917719216e-06,0.9922416033843032
5143,悒,24722,0x6092,6533,4.871716373120165e-06,0.9922464751006763
5144,彿,24447,0x5f7f,6521,4.862767866082442e-06,0.9922513378685424
5145,掙,25497,0x6399,6519,4.861276448242822e-06,0.9922561991449906
5146,玕,29589,0x7395,6519,4.861276448242822e-06,0.9922610604214389
5147,婕,23125,0x5a55,6518,4.860530739323012e-06,0.9922659209521782
5148,纊,32394,0x7e8a,6512,4.856056485804151e-06,0.9922707770086641
5149,嵯,23919,0x5d6f,6506,4.851582232285289e-06,0.9922756285908964
5150,玫,29611,0x73ab,6506,4.851582232285289e-06,0.9922804801731286
5151,郅,37061,0x90c5,6503,4.849345105525858e-06,0.9922853295182341
5152,秫,31211,0x79eb,6503,4.849345105525858e-06,0.9922901788633396
5153,罽,32637,0x7f7d,6489,4.838905180648516e-06,0.9922950177685202
5154,邙,37017,0x9099,6469,4.823991002252311e-06,0.9922998417595225
5155,跗,36311,0x8dd7,6432,4.796399772219332e-06,0.9923046381592947
5156,挖,25366,0x6316,6428,4.793416936540092e-06,0.9923094315762312
5157,緱,32241,0x7df1,6424,4.790434100860851e-06,0.992314222010332
5158,殛,27547,0x6b9b,6419,4.7867055562618e-06,0.9923190087158883
5159,搴,25652,0x6434,6417,4.78521413842218e-06,0.9923237939300267
5160,竽,31485,0x7afd,6412,4.7814855938231284e-06,0.9923285754156205
5161,皿,30399,0x76bf,6411,4.780739884903318e-06,0.9923333561555053
5162,縵,32309,0x7e35,6410,4.779994175983508e-06,0.9923381361496814
5163,巵,24053,0x5df5,6395,4.768808542186355e-06,0.9923429049582235
5164,袴,34996,0x88b4,6393,4.7673171243467346e-06,0.9923476722753479
5165,舡,33313,0x8221,6392,4.766571415426924e-06,0.9923524388467634
5166,竑,31441,0x7ad1,6390,4.7650799975873035e-06,0.992357203926761
5167,岀,23680,0x5c80,6384,4.760605744068442e-06,0.992361964532505
5168,匍,21261,0x530d,6378,4.756131490549581e-06,0.9923667206639956
5169,唵,21813,0x5535,6377,4.755385781629771e-06,0.9923714760497772
5170,葳,33907,0x8473,6373,4.75240294595053e-06,0.9923762284527231
5171,炤,28836,0x70a4,6372,4.75165723703072e-06,0.9923809801099601
5172,癉,30281,0x7649,6370,4.750165819191099e-06,0.9923857302757794
5173,洄,27908,0x6d04,6370,4.750165819191099e-06,0.9923904804415986
5174,鱸,40056,0x9c78,6368,4.748674401351479e-06,0.992395229116
5175,聒,32850,0x8052,6366,4.7471829835118585e-06,0.9923999762989835
5176,卅,21317,0x5345,6365,4.746437274592048e-06,0.992404722736258
5177,妤,22948,0x59a4,6365,4.746437274592048e-06,0.9924094691735326
5178,氾,27710,0x6c3e,6361,4.743454438912807e-06,0.9924142126279715
5179,昃,26115,0x6603,6355,4.738980185393946e-06,0.9924189516081569
5180,颶,39094,0x98b6,6339,4.727048842676982e-06,0.9924236786569995
5181,昵,26165,0x6635,6332,4.721828880238311e-06,0.9924284004858798
5182,謄,35588,0x8b04,6320,4.7128803732005885e-06,0.992433113366253
5183,輳,36659,0x8f33,6311,4.706168992922296e-06,0.9924378195352459
5184,惘,24792,0x60d8,6306,4.702440448323245e-06,0.9924425219756943
5185,踈,36360,0x8e08,6298,4.6964747769647636e-06,0.9924472184504712
5186,銃,37507,0x9283,6297,4.6957290680449535e-06,0.9924519141795393
5187,摛,25691,0x645b,6293,4.692746232365712e-06,0.9924566069257716
5188,贇,36103,0x8d07,6291,4.691254814526091e-06,0.9924612981805861
5189,纁,32385,0x7e81,6289,4.689763396686471e-06,0.9924659879439829
5190,烙,28889,0x70d9,6285,4.68678056100723e-06,0.9924706747245439
5191,佔,20308,0x4f54,6283,4.68528914316761e-06,0.9924753600136871
5192,熄,29060,0x7184,6281,4.68379772532799e-06,0.9924800438114124
5193,牂,29250,0x7242,6281,4.68379772532799e-06,0.9924847276091378
5194,撈,25736,0x6488,6276,4.680069180728939e-06,0.9924894076783185
5195,珞,29662,0x73de,6268,4.674103509370456e-06,0.9924940817818279
5196,韃,38851,0x97c3,6260,4.668137838011975e-06,0.9924987499196659
5197,澣,28579,0x6fa3,6258,4.666646420172355e-06,0.9925034165660861
5198,弢,24354,0x5f22,6250,4.660680748813873e-06,0.9925080772468349
5199,紉,32009,0x7d09,6244,4.656206495295011e-06,0.9925127334533301
5200,覯,35247,0x89af,6241,4.653969368535581e-06,0.9925173874226987
5201,甓,29971,0x7513,6240,4.65322365961577e-06,0.9925220406463583
5202,罌,32588,0x7f4c,6233,4.648003697177099e-06,0.9925266886500554
5203,璿,29887,0x74bf,6233,4.648003697177099e-06,0.9925313366537526
5204,塤,22628,0x5864,6230,4.645766570417669e-06,0.992535982420323
5205,鄣,37155,0x9123,6229,4.645020861497858e-06,0.9925406274411845
5206,觶,35318,0x89f6,6228,4.644275152578048e-06,0.9925452717163371
5207,现,29616,0x73b0,6228,4.644275152578048e-06,0.9925499159914897
5208,歩,27497,0x6b69,6219,4.637563772299756e-06,0.992554553555262
5209,卬,21356,0x536c,6215,4.634580936620515e-06,0.9925591881361986
5210,芰,33456,0x82b0,6201,4.6241410117431724e-06,0.9925638122772104
5211,魴,39796,0x9b74,6198,4.621903884983741e-06,0.9925684341810953
5212,囷,22263,0x56f7,6195,4.61966675822431e-06,0.9925730538478535
5213,矚,30682,0x77da,6191,4.61668392254507e-06,0.9925776705317761
5214,巋,24011,0x5dcb,6190,4.61593821362526e-06,0.9925822864699898
5215,鬪,39722,0x9b2a,6190,4.61593821362526e-06,0.9925869024082035
5216,褂,35074,0x8902,6189,4.615192504705449e-06,0.9925915176007082
5217,鉏,37455,0x924f,6170,4.601024035229055e-06,0.9925961186247434
5218,忡,24545,0x5fe1,6170,4.601024035229055e-06,0.9926007196487786
5219,泫,27883,0x6ceb,6164,4.596549781710194e-06,0.9926053161985603
5220,曖,26326,0x66d6,6159,4.592821237111143e-06,0.9926099090197974
5221,壝,22749,0x58dd,6155,4.589838401431902e-06,0.9926144988581989
5222,倬,20524,0x502c,6151,4.586855565752661e-06,0.9926190857137646
5223,戩,25129,0x6229,6151,4.586855565752661e-06,0.9926236725693303
5224,嬋,23307,0x5b0b,6150,4.58610985683285e-06,0.9926282586791871
5225,毳,27635,0x6bf3,6147,4.58387273007342e-06,0.9926328425519172
5226,錚,37658,0x931a,6130,4.5711956784366465e-06,0.9926374137475956
5227,矗,30679,0x77d7,6118,4.562247171398924e-06,0.992641975994767
5228,獗,29527,0x7357,6116,4.560755753559303e-06,0.9926465367505206
5229,痾,30206,0x75fe,6112,4.557772917880063e-06,0.9926510945234385
5230,帔,24084,0x5e14,6102,4.55031582868196e-06,0.9926556448392672
5231,磾,30974,0x78fe,6086,4.538384485964997e-06,0.9926601832237532
5232,㫖,15062,0x3ad6,6086,4.538384485964997e-06,0.9926647216082392
5233,丰,20016,0x4e30,6082,4.5354016502857555e-06,0.9926692570098894
5234,褓,35091,0x8913,6073,4.528690270007464e-06,0.9926737857001594
5235,睇,30535,0x7747,6071,4.527198852167843e-06,0.9926783128990115
5236,醞,37278,0x919e,6066,4.523470307568793e-06,0.9926828363693191
5237,臀,33216,0x81c0,6061,4.5197417629697415e-06,0.992687356111082
5238,緫,32235,0x7deb,6056,4.51601321837069e-06,0.9926918721243004
5239,貊,35978,0x8c8a,6045,4.507810420252778e-06,0.9926963799347207
5240,颼,39100,0x98bc,6043,4.506319002413157e-06,0.9927008862537231
5241,哮,21742,0x54ee,6041,4.504827584573537e-06,0.9927053910813077
5242,荏,33615,0x834f,6028,4.495133368616004e-06,0.9927098862146764
5243,鏜,37852,0x93dc,6028,4.495133368616004e-06,0.992714381348045
5244,饕,39253,0x9955,6025,4.492896241856573e-06,0.9927188742442868
5245,刖,21014,0x5216,6021,4.489913406177333e-06,0.992723364157693
5246,嫣,23267,0x5ae3,6021,4.489913406177333e-06,0.9927278540710992
5247,嚥,22181,0x56a5,6016,4.486184861578282e-06,0.9927323402559608
5248,癆,30278,0x7646,6013,4.483947734818851e-06,0.9927368242036956
5249,鑣,37987,0x9463,6008,4.480219190219799e-06,0.9927413044228858
5250,茜,33564,0x831c,6005,4.477982063460369e-06,0.9927457824049493
5251,歔,27476,0x6b54,6003,4.476490645620748e-06,0.9927502588955949
5252,鷲,40434,0x9df2,6002,4.475744936700938e-06,0.9927547346405315
5253,狙,29401,0x72d9,5999,4.473507809941508e-06,0.9927592081483415
5254,厮,21422,0x53ae,5997,4.472016392101887e-06,0.9927636801647336
5255,泐,27856,0x6cd0,5992,4.468287847502836e-06,0.9927681484525811
5256,窆,31366,0x7a86,5989,4.4660507207434055e-06,0.9927726145033019
5257,堊,22538,0x580a,5985,4.463067885064164e-06,0.9927770775711869
5258,坻,22395,0x577b,5979,4.458593631545303e-06,0.9927815361648185
5259,槧,27111,0x69e7,5974,4.454865086946252e-06,0.9927859910299054
5260,瘢,30242,0x7622,5958,4.442933744229288e-06,0.9927904339636496
5261,槳,27123,0x69f3,5955,4.440696617469858e-06,0.9927948746602671
5262,蹌,36428,0x8e4c,5952,4.438459490710427e-06,0.9927993131197578
5263,闞,38366,0x95de,5948,4.435476655031187e-06,0.9928037485964128
5264,眥,30501,0x7725,5942,4.4310024015123255e-06,0.9928081795988144
5265,叠,21472,0x53e0,5941,4.4302566925925146e-06,0.992812609855507
5266,堠,22560,0x5820,5940,4.4295109836727045e-06,0.9928170393664907
5267,齦,40806,0x9f66,5940,4.4295109836727045e-06,0.9928214688774744
5268,哎,21710,0x54ce,5932,4.423545312314223e-06,0.9928258924227866
5269,鴿,40255,0x9d3f,5925,4.418325349875552e-06,0.9928303107481365
5270,謊,35594,0x8b0a,5918,4.41310538743688e-06,0.992834723853524
5271,暐,26256,0x6690,5916,4.4116139695972594e-06,0.9928391354674936
5272,逹,36921,0x9039,5910,4.407139716078398e-06,0.9928435426072096
5273,甦,29990,0x7526,5908,4.405648298238778e-06,0.9928479482555079
5274,伋,20235,0x4f0b,5906,4.404156880399157e-06,0.9928523524123883
5275,譟,35679,0x8b5f,5904,4.402665462559537e-06,0.9928567550778509
5276,拼,25340,0x62fc,5892,4.393716955521814e-06,0.9928611487948064
5277,嗅,21957,0x55c5,5887,4.389988410922763e-06,0.9928655387832173
5278,躑,36497,0x8e91,5882,4.386259866323712e-06,0.9928699250430836
5279,俳,20467,0x4ff3,5879,4.384022739564281e-06,0.9928743090658232
5280,糝,31965,0x7cdd,5879,4.384022739564281e-06,0.9928786930885628
5281,胝,32989,0x80dd,5861,4.370599979007697e-06,0.9928830636885418
5282,砒,30738,0x7812,5856,4.366871434408646e-06,0.9928874305599763
5283,瓔,29908,0x74d4,5855,4.366125725488836e-06,0.9928917966857018
5284,祓,31059,0x7953,5845,4.3586686362907335e-06,0.9928961553543381
5285,蕓,34131,0x8553,5839,4.354194382771872e-06,0.9929005095487209
5286,瑊,29770,0x744a,5837,4.352702964932252e-06,0.9929048622516858
5287,糗,31959,0x7cd7,5834,4.350465838172821e-06,0.992909212717524
5288,絛,32091,0x7d5b,5831,4.348228711413391e-06,0.9929135609462354
5289,嶧,23975,0x5da7,5829,4.346737293573771e-06,0.9929179076835289
5290,痍,30157,0x75cd,5824,4.3430087489747195e-06,0.9929222506922779
5291,郟,37087,0x90df,5818,4.338534495455858e-06,0.9929265892267733
5292,姆,22982,0x59c6,5812,4.334060241936997e-06,0.9929309232870153
5293,蓺,34042,0x84fa,5810,4.332568824097376e-06,0.9929352558558394
5294,垠,22432,0x57a0,5796,4.322128899220033e-06,0.9929395779847386
5295,唧,21799,0x5527,5795,4.321383190300223e-06,0.9929438993679289
5296,摟,25695,0x645f,5784,4.313180392182311e-06,0.9929482125483211
5297,郃,37059,0x90c3,5783,4.3124346832625e-06,0.9929525249830043
5298,吮,21550,0x542e,5781,4.31094326542288e-06,0.9929568359262698
5299,茆,33542,0x8306,5776,4.3072147208238285e-06,0.9929611431409906
5300,邽,37053,0x90bd,5776,4.3072147208238285e-06,0.9929654503557114
5301,个,20010,0x4e2a,5772,4.304231885144587e-06,0.9929697545875965
5302,㑹,13433,0x3479,5772,4.304231885144587e-06,0.9929740588194816
5303,楣,26979,0x6963,5770,4.302740467304967e-06,0.9929783615599489
5304,濼,28668,0x6ffc,5764,4.298266213786106e-06,0.9929826598261626
5305,窣,31395,0x7aa3,5757,4.293046251347435e-06,0.992986952872414
5306,嚕,22165,0x5695,5756,4.292300542427625e-06,0.9929912451729564
5307,闓,38355,0x95d3,5755,4.291554833507814e-06,0.99299553672779
5308,掊,25482,0x638a,5755,4.291554833507814e-06,0.9929998282826235
5309,髫,39659,0x9aeb,5747,4.285589162149332e-06,0.9930041138717856
5310,蘅,34309,0x8605,5741,4.281114908630471e-06,0.9930083949866941
5311,濩,28649,0x6fe9,5737,4.27813207295123e-06,0.9930126731187671
5312,餳,39219,0x9933,5733,4.27514923727199e-06,0.9930169482680044
5313,鏑,37841,0x93d1,5730,4.2729121105125586e-06,0.9930212211801148
5314,柚,26586,0x67da,5728,4.2714206926729384e-06,0.9930254926008075
5315,畛,30043,0x755b,5720,4.265455021314456e-06,0.9930297580558288
5316,屛,23643,0x5c5b,5712,4.259489349955975e-06,0.9930340175451788
5317,襃,35139,0x8943,5709,4.257252223196544e-06,0.993038274797402
5318,柢,26594,0x67e2,5708,4.256506514276734e-06,0.9930425313039163
5319,狃,29379,0x72c3,5703,4.2527779696776825e-06,0.993046784081886
5320,繄,32324,0x7e44,5703,4.2527779696776825e-06,0.9930510368598556
5321,栩,26665,0x6829,5703,4.2527779696776825e-06,0.9930552896378253
5322,櫳,27379,0x6af3,5703,4.2527779696776825e-06,0.993059542415795
5323,髣,39651,0x9ae3,5700,4.250540842918252e-06,0.9930637929566379
5324,腆,33094,0x8146,5699,4.249795133998441e-06,0.993068042751772
5325,琇,29703,0x7407,5683,4.2378637912814785e-06,0.9930722806155633
5326,碭,30893,0x78ad,5680,4.2356266645220475e-06,0.9930765162422278
5327,謎,35598,0x8b0e,5667,4.225932448564515e-06,0.9930807421746763
5328,圄,22276,0x5704,5663,4.222949612885274e-06,0.9930849651242892
5329,撝,25757,0x649d,5651,4.214001105847551e-06,0.9930891791253951
5330,桎,26702,0x684e,5649,4.212509688007931e-06,0.993093391635083
5331,縟,32287,0x7e1f,5648,4.21176397908812e-06,0.9930976033990622
5332,霾,38718,0x973e,5638,4.204306889890019e-06,0.993101807705952
5333,箠,31648,0x7ba0,5633,4.2005783452909674e-06,0.9931060082842973
5334,蜘,34584,0x8718,5632,4.199832636371157e-06,0.9931102081169336
5335,鼙,40729,0x9f19,5628,4.196849800691916e-06,0.9931144049667343
5336,貔,35988,0x8c94,5623,4.193121256092865e-06,0.9931185980879904
5337,邴,37044,0x90b4,5613,4.185664166894763e-06,0.9931227837521573
5338,鸛,40475,0x9e1b,5607,4.181189913375901e-06,0.9931269649420708
5339,穉,31305,0x7a49,5601,4.17671565985704e-06,0.9931311416577306
5340,駘,39384,0x99d8,5583,4.163292899300456e-06,0.99313530495063
5341,巉,24009,0x5dc9,5581,4.161801481460836e-06,0.9931394667521114
5342,溱,28337,0x6eb1,5580,4.161055772541025e-06,0.9931436278078839
5343,窶,31414,0x7ab6,5580,4.161055772541025e-06,0.9931477888636564
5344,秃,31171,0x79c3,5577,4.158818645781595e-06,0.9931519476823022
5345,髏,39631,0x9acf,5573,4.155835810102354e-06,0.9931561035181123
5346,瞀,30592,0x7780,5568,4.152107265503303e-06,0.9931602556253778
5347,飫,39147,0x98eb,5562,4.1476330119844415e-06,0.9931644032583897
5348,躓,36499,0x8e93,5561,4.146887303064631e-06,0.9931685501456928
5349,煑,29009,0x7151,5561,4.146887303064631e-06,0.9931726970329959
5350,禊,31114,0x798a,5560,4.146141594144821e-06,0.9931768431745901
5351,媧,23207,0x5aa7,5557,4.14390446738539e-06,0.9931809870790574
5352,柝,26589,0x67dd,5556,4.14315875846558e-06,0.993185130237816
5353,鞮,38830,0x97ae,5534,4.126753162229755e-06,0.9931892569909782
5354,隈,38536,0x9688,5533,4.126007453309945e-06,0.9931933829984315
5355,壚,22746,0x58da,5531,4.124516035470325e-06,0.993197507514467
5356,簸,31800,0x7c38,5524,4.119296073031653e-06,0.99320162681054
5357,菅,33733,0x83c5,5523,4.118550364111843e-06,0.9932057453609041
5358,賬,36076,0x8cec,5520,4.116313237352413e-06,0.9932098616741415
5359,蟀,34752,0x87c0,5517,4.114076110592982e-06,0.993213975750252
5360,佶,20342,0x4f76,5513,4.111093274913741e-06,0.993218086843527
5361,拴,25332,0x62f4,5509,4.1081104392345e-06,0.9932221949539662
5362,怫,24619,0x602b,5508,4.10736473031469e-06,0.9932263023186966
5363,畬,30060,0x756c,5507,4.106619021394879e-06,0.993230408937718
5364,燁,29121,0x71c1,5505,4.105127603555259e-06,0.9932345140653215
5365,叅,21445,0x53c5,5504,4.104381894635449e-06,0.9932386184472162
5366,尒,23570,0x5c12,5491,4.094687678677916e-06,0.9932427131348949
5367,棕,26837,0x68d5,5489,4.093196260838295e-06,0.9932468063311557
5368,貉,35977,0x8c89,5484,4.089467716239244e-06,0.9932508957988719
5369,緹,32249,0x7df9,5479,4.085739171640193e-06,0.9932549815380436
5370,蛸,34552,0x86f8,5477,4.084247753800573e-06,0.9932590657857974
5371,气,27668,0x6c14,5475,4.082756335960953e-06,0.9932631485421334
5372,慤,24932,0x6164,5475,4.082756335960953e-06,0.9932672312984694
5373,賔,36052,0x8cd4,5471,4.079773500281712e-06,0.9932713110719696
5374,罇,32583,0x7f47,5471,4.079773500281712e-06,0.9932753908454699
5375,氳,27699,0x6c33,5470,4.0790277913619015e-06,0.9932794698732612
5376,霰,38704,0x9730,5465,4.07529924676285e-06,0.9932835451725079
5377,緻,32251,0x7dfb,5462,4.073062120003419e-06,0.993287618234628
5378,巘,24024,0x5dd8,5461,4.072316411083609e-06,0.993291690551039
5379,蓀,33984,0x84c0,5460,4.071570702163799e-06,0.9932957621217412
5380,爇,29191,0x7207,5458,4.070079284324179e-06,0.9932998322010256
5381,喩,21929,0x55a9,5450,4.064113612965697e-06,0.9933038963146386
5382,玨,29608,0x73a8,5449,4.063367904045887e-06,0.9933079596825426
5383,嬸,23352,0x5b38,5443,4.0588936505270254e-06,0.9933120185761931
5384,鷂,40386,0x9dc2,5439,4.055910814847784e-06,0.993316074487008
5385,貍,35981,0x8c8d,5431,4.049945143489303e-06,0.9933201244321515
5386,尻,23611,0x5c3b,5427,4.046962307810062e-06,0.9933241713944593
5387,撿,25791,0x64bf,5421,4.0424880542912005e-06,0.9933282138825136
5388,懵,25077,0x61f5,5403,4.029065293734617e-06,0.9933322429478073
5389,菘,33752,0x83d8,5402,4.028319584814807e-06,0.9933362712673921
5390,崢,23842,0x5d22,5399,4.026082458055376e-06,0.9933402973498502
5391,喏,21903,0x558f,5397,4.0245910402157555e-06,0.9933443219408904
5392,垞,22430,0x579e,5394,4.022353913456324e-06,0.9933483442948039
5393,揜,25564,0x63dc,5388,4.017879659937463e-06,0.9933523621744639
5394,喃,21891,0x5583,5387,4.017133951017653e-06,0.9933563793084149
5395,磋,30923,0x78cb,5383,4.014151115338412e-06,0.9933603934595302
5396,瞪,30634,0x77aa,5374,4.0074397350601205e-06,0.9933644008992653
5397,唆,21766,0x5506,5374,4.0074397350601205e-06,0.9933684083390003
5398,陴,38516,0x9674,5373,4.00669402614031e-06,0.9933724150330264
5399,舵,33333,0x8235,5369,4.003711190461069e-06,0.9933764187442169
5400,賫,36075,0x8ceb,5365,4.000728354781828e-06,0.9933804194725717
5401,鼈,40712,0x9f08,5364,3.999982645862018e-06,0.9933844194552176
5402,垛,22427,0x579b,5363,3.999236936942208e-06,0.9933884186921546
5403,頎,38926,0x980e,5350,3.9895427209846754e-06,0.9933924082348755
5404,瀋,28683,0x700b,5348,3.9880513031450544e-06,0.9933963962861787
5405,圩,22313,0x5729,5337,3.979848505027142e-06,0.9934003761346837
5406,禛,31131,0x799b,5332,3.976119960428091e-06,0.9934043522546441
5407,讙,35737,0x8b99,5331,3.975374251508281e-06,0.9934083276288956
5408,棨,26856,0x68e8,5327,3.9723914158290404e-06,0.9934123000203114
5409,筦,31590,0x7b66,5325,3.9708999979894195e-06,0.9934162709203095
5410,掎,25486,0x638e,5324,3.970154289069609e-06,0.9934202410745986
5411,祲,31090,0x7972,5321,3.967917162310178e-06,0.9934242089917609
5412,鄠,37152,0x9120,5314,3.962697199871507e-06,0.9934281716889607
5413,錬,37676,0x932c,5310,3.959714364192267e-06,0.9934321314033249
5414,辮,36782,0x8fae,5309,3.958968655272456e-06,0.9934360903719801
5415,璵,29877,0x74b5,5303,3.9544944017535945e-06,0.9934400448663818
5416,祏,31055,0x794f,5294,3.947783021475303e-06,0.9934439926494033
5417,崤,23844,0x5d24,5288,3.943308767956442e-06,0.9934479359581713
5418,匀,21248,0x5300,5286,3.941817350116821e-06,0.9934518777755214
5419,衒,34898,0x8852,5285,3.941071641197011e-06,0.9934558188471625
5420,婪,23146,0x5a6a,5283,3.939580223357391e-06,0.9934597584273859
5421,荐,33616,0x8350,5282,3.9388345144375805e-06,0.9934636972619003
5422,鼂,40706,0x9f02,5281,3.93808880551777e-06,0.9934676353507058
5423,棐,26832,0x68d0,5279,3.9365973876781495e-06,0.9934715719480935
5424,蟋,34763,0x87cb,5273,3.932123134159288e-06,0.9934755040712278
5425,膨,33192,0x81a8,5268,3.928394589560237e-06,0.9934794324658173
5426,戇,25095,0x6207,5265,3.926157462800807e-06,0.9934833586232801
5427,觔,35284,0x89d4,5265,3.926157462800807e-06,0.9934872847807429
5428,醍,37261,0x918d,5265,3.926157462800807e-06,0.9934912109382057
5429,瑒,29778,0x7452,5259,3.921683209281945e-06,0.993495132621415
5430,寀,23488,0x5bc0,5252,3.916463246843273e-06,0.9934990490846618
5431,晩,26217,0x6669,5251,3.915717537923463e-06,0.9935029648021997
5432,轆,36678,0x8f46,5245,3.911243284404602e-06,0.993506876045484
5433,簠,31776,0x7c20,5244,3.910497575484792e-06,0.9935107865430596
5434,狷,29431,0x72f7,5224,3.895583397088587e-06,0.9935146821264567
5435,淦,28134,0x6de6,5219,3.891854852489536e-06,0.9935185739813092
5436,祼,31100,0x797c,5217,3.890363434649916e-06,0.9935224643447438
5437,茭,33581,0x832d,5194,3.873212129494281e-06,0.9935263375568733
5438,鋮,37614,0x92ee,5194,3.873212129494281e-06,0.9935302107690027
5439,滉,28361,0x6ec9,5186,3.8672464581357995e-06,0.9935340780154609
5440,呃,21571,0x5443,5185,3.8665007492159886e-06,0.9935379445162101
5441,懣,25059,0x61e3,5179,3.862026495697127e-06,0.9935418065427059
5442,睠,30560,0x7760,5178,3.861280786777317e-06,0.9935456678234926
5443,踣,36387,0x8e23,5177,3.860535077857507e-06,0.9935495283585705
5444,澱,28593,0x6fb1,5174,3.858297951098076e-06,0.9935533866565216
5445,鯢,39906,0x9be2,5171,3.856060824338646e-06,0.9935572427173459
5446,癱,30321,0x7671,5170,3.855315115418836e-06,0.9935610980324613
5447,饔,39252,0x9954,5168,3.853823697579215e-06,0.9935649518561589
5448,縗,32279,0x7e17,5160,3.8478580262207334e-06,0.9935687997141851
5449,喲,21938,0x55b2,5158,3.846366608381113e-06,0.9935726460807934
5450,陁,38465,0x9641,5155,3.844129481621682e-06,0.993576490210275
5451,咧,21671,0x54a7,5152,3.841892354862252e-06,0.99358033210263
5452,斁,25985,0x6581,5144,3.83592668350377e-06,0.9935841680293135
5453,挪,25386,0x632a,5142,3.83443526566415e-06,0.9935880024645791
5454,値,20516,0x5024,5140,3.832943847824529e-06,0.993591835408427
5455,咯,21679,0x54af,5137,3.8307067210650984e-06,0.993595666115148
5456,穠,31328,0x7a60,5131,3.826232467546237e-06,0.9935994923476156
5457,慇,24903,0x6147,5127,3.823249631866996e-06,0.9936033155972475
5458,喈,21896,0x5588,5125,3.821758214027376e-06,0.9936071373554615
5459,踪,36394,0x8e2a,5116,3.815046833749084e-06,0.9936109524022952
5460,蒨,33960,0x84a8,5108,3.8090811623906018e-06,0.9936147614834576
5461,坫,22379,0x576b,5102,3.8046069088717405e-06,0.9936185660903665
5462,屁,23617,0x5c41,5101,3.8038611999519304e-06,0.9936223699515664
5463,圯,22319,0x572f,5099,3.80236978211231e-06,0.9936261723213485
5464,攖,25878,0x6516,5097,3.8008783642726897e-06,0.9936299731997128
5465,鎸,37816,0x93b8,5094,3.7986412375132587e-06,0.9936337718409504
5466,齪,40810,0x9f6a,5084,3.7911841483151567e-06,0.9936375630250986
5467,嚨,22184,0x56a8,5084,3.7911841483151567e-06,0.9936413542092469
5468,拇,25287,0x62c7,5081,3.788947021555726e-06,0.9936451431562685
5469,蜩,34601,0x8729,5079,3.7874556037161055e-06,0.9936489306118722
5470,鯽,39933,0x9bfd,5072,3.782235641277434e-06,0.9936527128475134
5471,桅,26693,0x6845,5065,3.7770156788387624e-06,0.9936564898631923
5472,煇,28999,0x7147,5064,3.7762699699189524e-06,0.9936602661331623
5473,焜,28956,0x711c,5060,3.7732871342397112e-06,0.9936640394202965
5474,橙,27225,0x6a59,5060,3.7732871342397112e-06,0.9936678127074307
5475,瘼,30268,0x763c,5059,3.772541425319901e-06,0.993671585248856
5476,硤,30820,0x7864,5057,3.7710500074802806e-06,0.9936753562988635
5477,厦,21414,0x53a6,5057,3.7710500074802806e-06,0.993679127348871
5478,揄,25540,0x63c4,5055,3.7695585896406605e-06,0.9936828969074606
5479,薌,34188,0x858c,5055,3.7695585896406605e-06,0.9936866664660502
5480,畸,30072,0x7578,5053,3.76806717180104e-06,0.993690434533222
5481,貰,36016,0x8cb0,5046,3.762847209362368e-06,0.9936941973804314
5482,殪,27562,0x6baa,5043,3.7606100826029375e-06,0.993697957990514
5483,叚,21466,0x53da,5042,3.7598643736831274e-06,0.9937017178548877
5484,薯,34223,0x85af,5036,3.755390120164266e-06,0.9937054732450079
5485,覦,35238,0x89a6,5031,3.751661575565215e-06,0.9937092249065834
5486,瀦,28710,0x7026,5029,3.7501701577255944e-06,0.9937129750767412
5487,鬘,39704,0x9b18,5029,3.7501701577255944e-06,0.9937167252468989
5488,涔,28052,0x6d94,5023,3.745695904206733e-06,0.9937204709428031
5489,徬,24492,0x5fac,5020,3.7434587774473025e-06,0.9937242144015805
5490,櫝,27357,0x6add,5017,3.741221650687872e-06,0.9937279556232312
5491,璀,29824,0x7480,5015,3.7397302328482513e-06,0.9937316953534641
5492,徉,24457,0x5f89,5014,3.7389845239284413e-06,0.9937354343379879
5493,瑙,29785,0x7459,5012,3.7374931060888207e-06,0.9937391718310941
5494,瑭,29805,0x746d,5012,3.7374931060888207e-06,0.9937429093242002
5495,苫,33515,0x82eb,5011,3.7367473971690106e-06,0.9937466460715974
5496,躐,36496,0x8e90,5008,3.73451027040958e-06,0.9937503805818677
5497,輞,36638,0x8f1e,5004,3.7315274347303393e-06,0.9937541121093024
5498,囟,22239,0x56df,5003,3.730781725810529e-06,0.9937578428910282
5499,縋,32267,0x7e0b,5001,3.7292903079709082e-06,0.9937615721813362
5500,蕖,34134,0x8556,5001,3.7292903079709082e-06,0.9937653014716442
5501,矍,30669,0x77cd,4998,3.7270531812114776e-06,0.9937690285248254
5502,筴,31604,0x7b74,4996,3.7255617633718575e-06,0.9937727540865888
5503,鍇,37703,0x9347,4993,3.723324636612427e-06,0.9937764774112254
